1,91000
2,101500
3,112221
4,122750
5,133600
6,144288
7,155012
8,165250
9,175935
10,186500
11,197106
12,206919
13,218372
14,227626
15,240597
16,252252
17,261429
18,273672
19,283868
20,292800
21,308556
22,318605
23,332136
24,350952
1,93000
2,103500
3,114219
4,124750
5,135600
6,146292
7,157014
8,167250
9,177933
10,188500
11,199108
12,208911
13,220374
14,229614
15,242607
16,254268
17,263435
18,275688
19,285882
20,294800
21,310656
22,320805
23,334436
24,353352
